#! FIELDS theta lambda file.free der_theta der_lambda
#! SET min_theta -pi
#! SET max_theta pi
#! SET nbins_theta  100
#! SET periodic_theta true
#! SET min_lambda 0
#! SET max_lambda 19
#! SET nbins_lambda  20
#! SET periodic_lambda false
   -3.141592654    0.000000000    0.000000000    0.342664435   -0.000000000
   -3.078760801    0.000000000    0.486559771   15.125367759   -0.000000000
   -3.015928947    0.000000000    1.905445358   29.921900417   -0.000000000
   -2.953097094    0.000000000    4.232840648   44.128368818   -0.000000000
   -2.890265241    0.000000000    7.422709161   57.293717806   -0.000000000
   -2.827433388    0.000000000   11.419120257   69.720713107   -0.000000000
   -2.764601535    0.000000000   16.165072150   81.077914651   -0.000000000
   -2.701769682    0.000000000   21.587774679   91.217352898   -0.000000000
   -2.638937829    0.000000000   27.596631502   99.952878188   -0.000000000
   -2.576105976    0.000000000   34.116490817  107.292588807   -0.000000000
   -2.513274123    0.000000000   41.038577341  112.660586663   -0.000000000
   -2.450442270    0.000000000   48.226577355  116.099210492   -0.000000000
   -2.387610417    0.000000000   55.595997775  118.226948861   -0.000000000
   -2.324778564    0.000000000   63.049144182  118.582422158   -0.000000000
   -2.261946711    0.000000000   70.448287506  116.598209570   -0.000000000
   -2.199114858    0.000000000   77.677181817  113.136756092   -0.000000000
   -2.136283004    0.000000000   84.635720696  108.050937409   -0.000000000
   -2.073451151    0.000000000   91.215931271  100.957277157   -0.000000000
   -2.010619298    0.000000000   97.298785283   92.485039700   -0.000000000
   -1.947787445    0.000000000  102.791500095   82.355577823   -0.000000000
   -1.884955592    0.000000000  107.613152459   71.002574207   -0.000000000
   -1.822123739    0.000000000  111.680712911   58.431232015   -0.000000000
   -1.759291886    0.000000000  114.931742790   44.725104401   -0.000000000
   -1.696460033    0.000000000  117.309701246   30.774032628   -0.000000000
   -1.633628180    0.000000000  118.780760914   16.096869479   -0.000000000
   -1.570796327    0.000000000  119.334955604    1.443164601   -0.000000000
   -1.507964474    0.000000000  118.957770815  -13.247105898   -0.000000000
   -1.445132621    0.000000000  117.666053016  -27.962798851   -0.000000000
   -1.382300768    0.000000000  115.467041055  -41.894338637   -0.000000000
   -1.319468915    0.000000000  112.424506612  -54.980697172   -0.000000000
   -1.256637061    0.000000000  108.579503954  -67.069513037   -0.000000000
   -1.193805208    0.000000000  104.018558968  -78.064452689   -0.000000000
   -1.130973355    0.000000000   98.802564922  -87.761316013   -0.000000000
   -1.068141502    0.000000000   93.014327695  -96.180905727   -0.000000000
   -1.005309649    0.000000000   86.759901806 -102.688314630   -0.000000000
   -0.942477796    0.000000000   80.133863559 -107.957278184   -0.000000000
   -0.879645943    0.000000000   73.228325778 -111.533586252   -0.000000000
   -0.816814090    0.000000000   66.154318875 -113.317498214   -0.000000000
   -0.753982237    0.000000000   59.028989913 -113.201412764   -0.000000000
   -0.691150384    0.000000000   51.942849416 -112.198287549   -0.000000000
   -0.628318531    0.000000000   44.984724250 -109.036770959   -0.000000000
   -0.565486678    0.000000000   38.279690003 -104.069371897   -0.000000000
   -0.502654825    0.000000000   31.939030466  -97.420425557   -0.000000000
   -0.439822972    0.000000000   26.064600083  -89.315082279   -0.000000000
   -0.376991118    0.000000000   20.747896660  -79.636686881   -0.000000000
   -0.314159265    0.000000000   16.079827704  -68.748951045   -0.000000000
   -0.251327412    0.000000000   12.143272864  -56.449330792   -0.000000000
   -0.188495559    0.000000000    9.011934567  -43.179083884   -0.000000000
   -0.125663706    0.000000000    6.735737193  -29.302825888   -0.000000000
   -0.062831853    0.000000000    5.348766295  -14.739236301   -0.000000000
    0.000000000    0.000000000    4.874115246   -0.358330180   -0.000000000
    0.062831853    0.000000000    5.320422998   14.443943478   -0.000000000
    0.125663706    0.000000000    6.679311065   28.754989862   -0.000000000
    0.188495559    0.000000000    8.929122521   42.698047402   -0.000000000
    0.251327412    0.000000000   12.029987187   55.638796868   -0.000000000
